id,ended,endedLastChangedAt,idx,idxLastChangedAt,index,indexLastChangedAt,start,startLastChangedAt,stageIndex,stageIndexLastChangedAt,gameID,gameIDLastChangedAt,batchID,batchIDLastChangedAt,name,nameLastChangedAt,task,taskLastChangedAt
01HW3HNK3EYBHSZTDNR8ZHAPKE,true,2024-04-22T18:42:02.01847211Z,3,2024-04-22T18:39:07.886752586Z,2,2024-04-22T18:39:07.886752586Z,true,2024-04-22T18:41:09.448193398Z,2,2024-04-22T18:39:08.186037611Z,01HW3GN0FQJC577JXMABKT2EKX,2024-04-22T18:39:07.886752586Z,01HW3GN0F574YE36VNKAYEK11B,2024-04-22T18:39:07.886752586Z,Round 3 / 12,2024-04-22T18:39:07.886752586Z,Chat,2024-04-22T18:39:07.886752586Z
01HW3HNK3JBYKPRR0EMRSDMCAZ,true,2024-04-22T18:42:55.764199188Z,4,2024-04-22T18:39:07.890764015Z,3,2024-04-22T18:39:07.890764015Z,true,2024-04-22T18:42:02.045077091Z,2,2024-04-22T18:39:08.11723795Z,01HW3GN0FQJC577JXMABKT2EKX,2024-04-22T18:39:07.890764015Z,01HW3GN0F574YE36VNKAYEK11B,2024-04-22T18:39:07.890764015Z,Round 4 / 12,2024-04-22T18:39:07.890764015Z,Chat,2024-04-22T18:39:07.890764015Z
01HW3HNK3P5M029FQBQKYWKTZX,true,2024-04-22T18:43:48.349467456Z,5,2024-04-22T18:39:07.894417775Z,4,2024-04-22T18:39:07.894417775Z,true,2024-04-22T18:42:55.791881963Z,2,2024-04-22T18:39:08.03750137Z,01HW3GN0FQJC577JXMABKT2EKX,2024-04-22T18:39:07.894417775Z,01HW3GN0F574YE36VNKAYEK11B,2024-04-22T18:39:07.894417775Z,Round 5 / 12,2024-04-22T18:39:07.894417775Z,Chat,2024-04-22T18:39:07.894417775Z
01HW3HNK3VDWB7RXGKCGN14FFK,true,2024-04-22T18:44:38.206224057Z,6,2024-04-22T18:39:07.899320437Z,5,2024-04-22T18:39:07.899320437Z,true,2024-04-22T18:43:48.3956375Z,2,2024-04-22T18:39:08.15441049Z,01HW3GN0FQJC577JXMABKT2EKX,2024-04-22T18:39:07.899320437Z,01HW3GN0F574YE36VNKAYEK11B,2024-04-22T18:39:07.899320437Z,Round 6 / 12,2024-04-22T18:39:07.899320437Z,Chat,2024-04-22T18:39:07.899320437Z
01HW3HNK40JZPJ2YHAXA93XEPA,true,2024-04-22T18:45:25.61318143Z,7,2024-04-22T18:39:07.904940076Z,6,2024-04-22T18:39:07.904940076Z,true,2024-04-22T18:44:38.242859839Z,2,2024-04-22T18:39:08.181147418Z,01HW3GN0FQJC577JXMABKT2EKX,2024-04-22T18:39:07.904940076Z,01HW3GN0F574YE36VNKAYEK11B,2024-04-22T18:39:07.904940076Z,Round 7 / 12,2024-04-22T18:39:07.904940076Z,Chat,2024-04-22T18:39:07.904940076Z
01HW3HNK450HDZSJ1J5NJ4SB90,true,2024-04-22T18:46:13.02996198Z,8,2024-04-22T18:39:07.909913645Z,7,2024-04-22T18:39:07.909913645Z,true,2024-04-22T18:45:25.639442291Z,2,2024-04-22T18:39:08.28195383Z,01HW3GN0FQJC577JXMABKT2EKX,2024-04-22T18:39:07.909913645Z,01HW3GN0F574YE36VNKAYEK11B,2024-04-22T18:39:07.909913645Z,Round 8 / 12,2024-04-22T18:39:07.909913645Z,Chat,2024-04-22T18:39:07.909913645Z
01HW3HNK4ADR9N6TFWYSGCP48Q,true,2024-04-22T18:46:58.60739419Z,9,2024-04-22T18:39:07.914395492Z,8,2024-04-22T18:39:07.914395492Z,true,2024-04-22T18:46:13.056635402Z,2,2024-04-22T18:39:08.181147418Z,01HW3GN0FQJC577JXMABKT2EKX,2024-04-22T18:39:07.914395492Z,01HW3GN0F574YE36VNKAYEK11B,2024-04-22T18:39:07.914395492Z,Round 9 / 12,2024-04-22T18:39:07.914395492Z,Chat,2024-04-22T18:39:07.914395492Z
01HW3HNK4HQGGW9K43HX06N8AH,true,2024-04-22T18:47:42.016217561Z,10,2024-04-22T18:39:07.921566825Z,9,2024-04-22T18:39:07.921566825Z,true,2024-04-22T18:46:58.638470071Z,2,2024-04-22T18:39:08.298733668Z,01HW3GN0FQJC577JXMABKT2EKX,2024-04-22T18:39:07.921566825Z,01HW3GN0F574YE36VNKAYEK11B,2024-04-22T18:39:07.921566825Z,Round 10 / 12,2024-04-22T18:39:07.921566825Z,Chat,2024-04-22T18:39:07.921566825Z
01HW3HNK4QSCH3G9TWWE9JKW2J,true,2024-04-22T18:48:25.771248084Z,11,2024-04-22T18:39:07.928025149Z,10,2024-04-22T18:39:07.928025149Z,true,2024-04-22T18:47:42.043829857Z,2,2024-04-22T18:39:08.137288997Z,01HW3GN0FQJC577JXMABKT2EKX,2024-04-22T18:39:07.928025149Z,01HW3GN0F574YE36VNKAYEK11B,2024-04-22T18:39:07.928025149Z,Round 11 / 12,2024-04-22T18:39:07.928025149Z,Chat,2024-04-22T18:39:07.928025149Z
01HW3HNK506AZ1K2D7G9AS33QQ,true,2024-04-22T18:49:13.732173577Z,12,2024-04-22T18:39:07.936535999Z,11,2024-04-22T18:39:07.936535999Z,true,2024-04-22T18:48:25.79892665Z,2,2024-04-22T18:39:08.137288997Z,01HW3GN0FQJC577JXMABKT2EKX,2024-04-22T18:39:07.936535999Z,01HW3GN0F574YE36VNKAYEK11B,2024-04-22T18:39:07.936535999Z,Round 12 / 12,2024-04-22T18:39:07.936535999Z,Chat,2024-04-22T18:39:07.936535999Z
01HW3HSN5HZCWAAXQ241GEASHH,true,2024-04-22T18:42:22.02292532Z,1,2024-04-22T18:41:21.073308599Z,0,2024-04-22T18:41:21.073308599Z,true,2024-04-22T18:41:21.432464846Z,2,2024-04-22T18:41:21.26078791Z,01HW3GS72G8CBWATFW6Q1G8J62,2024-04-22T18:41:21.073308599Z,01HW3GS71NYCXR01HB96D23H5S,2024-04-22T18:41:21.073308599Z,Round 1 / 12,2024-04-22T18:41:21.073308599Z,Chat,2024-04-22T18:41:21.073308599Z
01HW3HSN5N4WR65F45D6XGZBRN,true,2024-04-22T18:43:22.377878808Z,2,2024-04-22T18:41:21.07799222Z,1,2024-04-22T18:41:21.07799222Z,true,2024-04-22T18:42:22.047482649Z,2,2024-04-22T18:41:21.269906616Z,01HW3GS72G8CBWATFW6Q1G8J62,2024-04-22T18:41:21.07799222Z,01HW3GS71NYCXR01HB96D23H5S,2024-04-22T18:41:21.07799222Z,Round 2 / 12,2024-04-22T18:41:21.07799222Z,Chat,2024-04-22T18:41:21.07799222Z
01HW3HSN5T2Y3JP0020CKJQHN1,true,2024-04-22T18:45:23.153476505Z,4,2024-04-22T18:41:21.082621497Z,3,2024-04-22T18:41:21.082621497Z,true,2024-04-22T18:44:22.850455582Z,2,2024-04-22T18:41:21.291357212Z,01HW3GS72G8CBWATFW6Q1G8J62,2024-04-22T18:41:21.082621497Z,01HW3GS71NYCXR01HB96D23H5S,2024-04-22T18:41:21.082621497Z,Round 4 / 12,2024-04-22T18:41:21.082621497Z,Chat,2024-04-22T18:41:21.082621497Z
01HW3HSN5Z0J4K596JG6EX8V1K,true,2024-04-22T18:44:22.826430268Z,3,2024-04-22T18:41:21.08760715Z,2,2024-04-22T18:41:21.08760715Z,true,2024-04-22T18:43:22.41340273Z,2,2024-04-22T18:41:21.327979471Z,01HW3GS72G8CBWATFW6Q1G8J62,2024-04-22T18:41:21.08760715Z,01HW3GS71NYCXR01HB96D23H5S,2024-04-22T18:41:21.08760715Z,Round 3 / 12,2024-04-22T18:41:21.08760715Z,Chat,2024-04-22T18:41:21.08760715Z
01HW3HSN6509EX2ZFKWQ2ZNPZH,true,2024-04-22T18:46:23.571022992Z,5,2024-04-22T18:41:21.093966642Z,4,2024-04-22T18:41:21.093966642Z,true,2024-04-22T18:45:23.176601791Z,2,2024-04-22T18:41:21.327979471Z,01HW3GS72G8CBWATFW6Q1G8J62,2024-04-22T18:41:21.093966642Z,01HW3GS71NYCXR01HB96D23H5S,2024-04-22T18:41:21.093966642Z,Round 5 / 12,2024-04-22T18:41:21.093966642Z,Chat,2024-04-22T18:41:21.093966642Z
01HW3HSN6AE3V1W3H05J8RJAF3,true,2024-04-22T18:47:23.933253238Z,6,2024-04-22T18:41:21.098439513Z,5,2024-04-22T18:41:21.098439513Z,true,2024-04-22T18:46:23.597645401Z,2,2024-04-22T18:41:21.35676037Z,01HW3GS72G8CBWATFW6Q1G8J62,2024-04-22T18:41:21.098439513Z,01HW3GS71NYCXR01HB96D23H5S,2024-04-22T18:41:21.098439513Z,Round 6 / 12,2024-04-22T18:41:21.098439513Z,Chat,2024-04-22T18:41:21.098439513Z
01HW3HSN6FH6PQVBHVVQZRYFRX,true,2024-04-22T18:48:24.386016926Z,7,2024-04-22T18:41:21.103326913Z,6,2024-04-22T18:41:21.103326913Z,true,2024-04-22T18:47:23.959186603Z,2,2024-04-22T18:41:21.234101384Z,01HW3GS72G8CBWATFW6Q1G8J62,2024-04-22T18:41:21.103326913Z,01HW3GS71NYCXR01HB96D23H5S,2024-04-22T18:41:21.103326913Z,Round 7 / 12,2024-04-22T18:41:21.103326913Z,Chat,2024-04-22T18:41:21.103326913Z
01HW3HSN6K12VFWEVWS50PP5R4,true,2024-04-22T18:49:24.793078604Z,8,2024-04-22T18:41:21.107981915Z,7,2024-04-22T18:41:21.107981915Z,true,2024-04-22T18:48:24.411188628Z,2,2024-04-22T18:41:21.441186556Z,01HW3GS72G8CBWATFW6Q1G8J62,2024-04-22T18:41:21.107981915Z,01HW3GS71NYCXR01HB96D23H5S,2024-04-22T18:41:21.107981915Z,Round 8 / 12,2024-04-22T18:41:21.107981915Z,Chat,2024-04-22T18:41:21.107981915Z
01HW3HSN6SJ0XSMMN8Z1DYYGFC,true,2024-04-22T18:51:25.8508688Z,10,2024-04-22T18:41:21.11322978Z,9,2024-04-22T18:41:21.11322978Z,true,2024-04-22T18:50:25.428545482Z,2,2024-04-22T18:41:21.35676037Z,01HW3GS72G8CBWATFW6Q1G8J62,2024-04-22T18:41:21.11322978Z,01HW3GS71NYCXR01HB96D23H5S,2024-04-22T18:41:21.11322978Z,Round 10 / 12,2024-04-22T18:41:21.11322978Z,Chat,2024-04-22T18:41:21.11322978Z
01HW3HSN6XAMDB3TDYH7AYHD9W,true,2024-04-22T18:50:25.389658262Z,9,2024-04-22T18:41:21.117269196Z,8,2024-04-22T18:41:21.117269196Z,true,2024-04-22T18:49:24.851271947Z,2,2024-04-22T18:41:21.303780345Z,01HW3GS72G8CBWATFW6Q1G8J62,2024-04-22T18:41:21.117269196Z,01HW3GS71NYCXR01HB96D23H5S,2024-04-22T18:41:21.117269196Z,Round 9 / 12,2024-04-22T18:41:21.117269196Z,Chat,2024-04-22T18:41:21.117269196Z
01HW3HSN77CJQWZR76MSDPKXYB,true,2024-04-22T18:53:28.223907631Z,12,2024-04-22T18:41:21.127338919Z,11,2024-04-22T18:41:21.127338919Z,true,2024-04-22T18:52:26.403109175Z,2,2024-04-22T18:41:21.454184787Z,01HW3GS72G8CBWATFW6Q1G8J62,2024-04-22T18:41:21.127338919Z,01HW3GS71NYCXR01HB96D23H5S,2024-04-22T18:41:21.127338919Z,Round 12 / 12,2024-04-22T18:41:21.127338919Z,Chat,2024-04-22T18:41:21.127338919Z
01HW3HSN8CZ37P7F9P4EWD3YMF,true,2024-04-22T18:52:26.37565568Z,11,2024-04-22T18:41:21.164717035Z,10,2024-04-22T18:41:21.164717035Z,true,2024-04-22T18:51:25.890768773Z,2,2024-04-22T18:41:21.468157333Z,01HW3GS72G8CBWATFW6Q1G8J62,2024-04-22T18:41:21.164717035Z,01HW3GS71NYCXR01HB96D23H5S,2024-04-22T18:41:21.164717035Z,Round 11 / 12,2024-04-22T18:41:21.164717035Z,Chat,2024-04-22T18:41:21.164717035Z
01HW3HX66B8049ZFCJPVD426HK,true,2024-04-22T18:44:18.010371915Z,1,2024-04-22T18:43:16.814023995Z,0,2024-04-22T18:43:16.814023995Z,true,2024-04-22T18:43:17.515821527Z,2,2024-04-22T18:43:17.029231068Z,01HW3HHEB9JJGMVN3B3VD2P7DN,2024-04-22T18:43:16.814023995Z,01HW3HHEAW2EWC8CKWHR173KMM,2024-04-22T18:43:16.814023995Z,Round 1 / 12,2024-04-22T18:43:16.814023995Z,Chat,2024-04-22T18:43:16.814023995Z
01HW3HX66M73AXB7KFKF4RPNJF,true,2024-04-22T18:45:18.368964584Z,2,2024-04-22T18:43:16.8203373Z,1,2024-04-22T18:43:16.8203373Z,true,2024-04-22T18:44:18.035742172Z,2,2024-04-22T18:43:17.033853189Z,01HW3HHEB9JJGMVN3B3VD2P7DN,2024-04-22T18:43:16.8203373Z,01HW3HHEAW2EWC8CKWHR173KMM,2024-04-22T18:43:16.8203373Z,Round 2 / 12,2024-04-22T18:43:16.8203373Z,Chat,2024-04-22T18:43:16.8203373Z
01HW3HX66RXSKVGW6NJDTMV79W,true,2024-04-22T18:46:19.947013815Z,3,2024-04-22T18:43:16.825036773Z,2,2024-04-22T18:43:16.825036773Z,true,2024-04-22T18:45:18.395831804Z,2,2024-04-22T18:43:17.05711775Z,01HW3HHEB9JJGMVN3B3VD2P7DN,2024-04-22T18:43:16.825036773Z,01HW3HHEAW2EWC8CKWHR173KMM,2024-04-22T18:43:16.825036773Z,Round 3 / 12,2024-04-22T18:43:16.825036773Z,Chat,2024-04-22T18:43:16.825036773Z
01HW3HX66YBENYXCSF4TAV574R,true,2024-04-22T18:48:23.266920223Z,5,2024-04-22T18:43:16.831036513Z,4,2024-04-22T18:43:16.831036513Z,true,2024-04-22T18:47:22.011263256Z,2,2024-04-22T18:43:17.085929286Z,01HW3HHEB9JJGMVN3B3VD2P7DN,2024-04-22T18:43:16.831036513Z,01HW3HHEAW2EWC8CKWHR173KMM,2024-04-22T18:43:16.831036513Z,Round 5 / 12,2024-04-22T18:43:16.831036513Z,Chat,2024-04-22T18:43:16.831036513Z
01HW3HX67435EFXXQS7PD8TRC6,true,2024-04-22T18:49:23.67680914Z,6,2024-04-22T18:43:16.836229523Z,5,2024-04-22T18:43:16.836229523Z,true,2024-04-22T18:48:23.297580471Z,2,2024-04-22T18:43:17.126298167Z,01HW3HHEB9JJGMVN3B3VD2P7DN,2024-04-22T18:43:16.836229523Z,01HW3HHEAW2EWC8CKWHR173KMM,2024-04-22T18:43:16.836229523Z,Round 6 / 12,2024-04-22T18:43:16.836229523Z,Chat,2024-04-22T18:43:16.836229523Z
01HW3HX679376S2KVQXCVQ9TRF,true,2024-04-22T18:50:19.730803589Z,7,2024-04-22T18:43:16.841312784Z,6,2024-04-22T18:43:16.841312784Z,true,2024-04-22T18:49:23.714710354Z,2,2024-04-22T18:43:17.110256813Z,01HW3HHEB9JJGMVN3B3VD2P7DN,2024-04-22T18:43:16.841312784Z,01HW3HHEAW2EWC8CKWHR173KMM,2024-04-22T18:43:16.841312784Z,Round 7 / 12,2024-04-22T18:43:16.841312784Z,Chat,2024-04-22T18:43:16.841312784Z
01HW3HX67EQZ4V0PMJ86NK6CJH,true,2024-04-22T18:47:21.987568513Z,4,2024-04-22T18:43:16.846899885Z,3,2024-04-22T18:43:16.846899885Z,true,2024-04-22T18:46:19.987369181Z,2,2024-04-22T18:43:17.072580255Z,01HW3HHEB9JJGMVN3B3VD2P7DN,2024-04-22T18:43:16.846899885Z,01HW3HHEAW2EWC8CKWHR173KMM,2024-04-22T18:43:16.846899885Z,Round 4 / 12,2024-04-22T18:43:16.846899885Z,Chat,2024-04-22T18:43:16.846899885Z
01HW3HX67MRB1SXC778VCRWMBE,true,2024-04-22T18:51:14.405904933Z,8,2024-04-22T18:43:16.85230069Z,7,2024-04-22T18:43:16.85230069Z,true,2024-04-22T18:50:19.779796432Z,2,2024-04-22T18:43:17.225655451Z,01HW3HHEB9JJGMVN3B3VD2P7DN,2024-04-22T18:43:16.85230069Z,01HW3HHEAW2EWC8CKWHR173KMM,2024-04-22T18:43:16.85230069Z,Round 8 / 12,2024-04-22T18:43:16.85230069Z,Chat,2024-04-22T18:43:16.85230069Z
01HW3HX67SK8HN7D4WYBERE23T,true,2024-04-22T18:53:45.43142238Z,11,2024-04-22T18:43:16.857695344Z,10,2024-04-22T18:43:16.857695344Z,true,2024-04-22T18:53:01.103412454Z,2,2024-04-22T18:43:17.238835258Z,01HW3HHEB9JJGMVN3B3VD2P7DN,2024-04-22T18:43:16.857695344Z,01HW3HHEAW2EWC8CKWHR173KMM,2024-04-22T18:43:16.857695344Z,Round 11 / 12,2024-04-22T18:43:16.857695344Z,Chat,2024-04-22T18:43:16.857695344Z
01HW3HX681JKNY66NB23Y309FJ,true,2024-04-22T18:52:00.577641832Z,9,2024-04-22T18:43:16.8657136Z,8,2024-04-22T18:43:16.8657136Z,true,2024-04-22T18:51:14.438580225Z,2,2024-04-22T18:43:17.195226203Z,01HW3HHEB9JJGMVN3B3VD2P7DN,2024-04-22T18:43:16.8657136Z,01HW3HHEAW2EWC8CKWHR173KMM,2024-04-22T18:43:16.8657136Z,Round 9 / 12,2024-04-22T18:43:16.8657136Z,Chat,2024-04-22T18:43:16.8657136Z
01HW3HX68681AP9HCV3HGFMBW5,true,2024-04-22T18:53:01.012734256Z,10,2024-04-22T18:43:16.870550441Z,9,2024-04-22T18:43:16.870550441Z,true,2024-04-22T18:52:00.606927536Z,2,2024-04-22T18:43:17.140455703Z,01HW3HHEB9JJGMVN3B3VD2P7DN,2024-04-22T18:43:16.870550441Z,01HW3HHEAW2EWC8CKWHR173KMM,2024-04-22T18:43:16.870550441Z,Round 10 / 12,2024-04-22T18:43:16.870550441Z,Chat,2024-04-22T18:43:16.870550441Z
01HW3HX68PPF6S9D09R590V04Y,true,2024-04-22T18:54:30.677989577Z,12,2024-04-22T18:43:16.886447927Z,11,2024-04-22T18:43:16.886447927Z,true,2024-04-22T18:53:45.463060637Z,2,2024-04-22T18:43:17.164790676Z,01HW3HHEB9JJGMVN3B3VD2P7DN,2024-04-22T18:43:16.886447927Z,01HW3HHEAW2EWC8CKWHR173KMM,2024-04-22T18:43:16.886447927Z,Round 12 / 12,2024-04-22T18:43:16.886447927Z,Chat,2024-04-22T18:43:16.886447927Z
01HW3J316MYMGKVDZ038HADQH2,true,2024-04-22T18:47:29.757428196Z,1,2024-04-22T18:46:28.308375719Z,0,2024-04-22T18:46:28.308375719Z,true,2024-04-22T18:46:28.858647904Z,2,2024-04-22T18:46:28.653554438Z,01HW3GJPXV4C72N4FRTM39X6DR,2024-04-22T18:46:28.308375719Z,01HW3GJPX8MTNA6VY1SS62E1M5,2024-04-22T18:46:28.308375719Z,Round 1 / 12,2024-04-22T18:46:28.308375719Z,Chat,2024-04-22T18:46:28.308375719Z
01HW3J316V214D2SJXYQXME91Q,true,2024-04-22T18:48:30.297567837Z,2,2024-04-22T18:46:28.315467162Z,1,2024-04-22T18:46:28.315467162Z,true,2024-04-22T18:47:29.799809618Z,2,2024-04-22T18:46:28.642312808Z,01HW3GJPXV4C72N4FRTM39X6DR,2024-04-22T18:46:28.315467162Z,01HW3GJPX8MTNA6VY1SS62E1M5,2024-04-22T18:46:28.315467162Z,Round 2 / 12,2024-04-22T18:46:28.315467162Z,Chat,2024-04-22T18:46:28.315467162Z
01HW3J3170KV1BRPR6QYM4FSZ7,true,2024-04-22T18:49:30.683495199Z,3,2024-04-22T18:46:28.321015084Z,2,2024-04-22T18:46:28.321015084Z,true,2024-04-22T18:48:30.323046533Z,2,2024-04-22T18:46:28.653554438Z,01HW3GJPXV4C72N4FRTM39X6DR,2024-04-22T18:46:28.321015084Z,01HW3GJPX8MTNA6VY1SS62E1M5,2024-04-22T18:46:28.321015084Z,Round 3 / 12,2024-04-22T18:46:28.321015084Z,Chat,2024-04-22T18:46:28.321015084Z
01HW3J31784SPXX6QDGWQT5YJG,true,2024-04-22T18:50:31.086019993Z,4,2024-04-22T18:46:28.328242718Z,3,2024-04-22T18:46:28.328242718Z,true,2024-04-22T18:49:30.713686209Z,2,2024-04-22T18:46:28.68236965Z,01HW3GJPXV4C72N4FRTM39X6DR,2024-04-22T18:46:28.328242718Z,01HW3GJPX8MTNA6VY1SS62E1M5,2024-04-22T18:46:28.328242718Z,Round 4 / 12,2024-04-22T18:46:28.328242718Z,Chat,2024-04-22T18:46:28.328242718Z
01HW3J317EN1YMBX88EJB6ETSD,true,2024-04-22T18:51:31.509216095Z,5,2024-04-22T18:46:28.334455119Z,4,2024-04-22T18:46:28.334455119Z,true,2024-04-22T18:50:31.113461723Z,2,2024-04-22T18:46:28.665288476Z,01HW3GJPXV4C72N4FRTM39X6DR,2024-04-22T18:46:28.334455119Z,01HW3GJPX8MTNA6VY1SS62E1M5,2024-04-22T18:46:28.334455119Z,Round 5 / 12,2024-04-22T18:46:28.334455119Z,Chat,2024-04-22T18:46:28.334455119Z
01HW3J317NJAQ6SSGV58JDNVW9,true,2024-04-22T18:52:32.109398496Z,6,2024-04-22T18:46:28.341604585Z,5,2024-04-22T18:46:28.341604585Z,true,2024-04-22T18:51:31.544139186Z,2,2024-04-22T18:46:28.716673204Z,01HW3GJPXV4C72N4FRTM39X6DR,2024-04-22T18:46:28.341604585Z,01HW3GJPX8MTNA6VY1SS62E1M5,2024-04-22T18:46:28.341604585Z,Round 6 / 12,2024-04-22T18:46:28.341604585Z,Chat,2024-04-22T18:46:28.341604585Z
01HW3J317V9DZ28CN863JFDZVT,true,2024-04-22T18:53:30.353027455Z,7,2024-04-22T18:46:28.34767544Z,6,2024-04-22T18:46:28.34767544Z,true,2024-04-22T18:52:32.140379746Z,2,2024-04-22T18:46:28.716673204Z,01HW3GJPXV4C72N4FRTM39X6DR,2024-04-22T18:46:28.34767544Z,01HW3GJPX8MTNA6VY1SS62E1M5,2024-04-22T18:46:28.34767544Z,Round 7 / 12,2024-04-22T18:46:28.34767544Z,Chat,2024-04-22T18:46:28.34767544Z
01HW3J3181DQZ87WAMBTECRYWY,true,2024-04-22T18:54:28.598657094Z,8,2024-04-22T18:46:28.35383278Z,7,2024-04-22T18:46:28.35383278Z,true,2024-04-22T18:53:30.394226985Z,2,2024-04-22T18:46:28.716673204Z,01HW3GJPXV4C72N4FRTM39X6DR,2024-04-22T18:46:28.35383278Z,01HW3GJPX8MTNA6VY1SS62E1M5,2024-04-22T18:46:28.35383278Z,Round 8 / 12,2024-04-22T18:46:28.35383278Z,Chat,2024-04-22T18:46:28.35383278Z
01HW3J3188TQ5REEHHTFE22RBS,true,2024-04-22T18:56:29.667318893Z,10,2024-04-22T18:46:28.360807425Z,9,2024-04-22T18:46:28.360807425Z,true,2024-04-22T18:55:29.099424562Z,2,2024-04-22T18:46:28.603917001Z,01HW3GJPXV4C72N4FRTM39X6DR,2024-04-22T18:46:28.360807425Z,01HW3GJPX8MTNA6VY1SS62E1M5,2024-04-22T18:46:28.360807425Z,Round 10 / 12,2024-04-22T18:46:28.360807425Z,Chat,2024-04-22T18:46:28.360807425Z
01HW3J318HEEWKXBVY8Q52X842,true,2024-04-22T18:55:29.061360252Z,9,2024-04-22T18:46:28.369130198Z,8,2024-04-22T18:46:28.369130198Z,true,2024-04-22T18:54:28.644345969Z,2,2024-04-22T18:46:28.769010665Z,01HW3GJPXV4C72N4FRTM39X6DR,2024-04-22T18:46:28.369130198Z,01HW3GJPX8MTNA6VY1SS62E1M5,2024-04-22T18:46:28.369130198Z,Round 9 / 12,2024-04-22T18:46:28.369130198Z,Chat,2024-04-22T18:46:28.369130198Z
01HW3J3190T9V5DYGD61HX6G8Q,true,2024-04-22T18:58:07.081406306Z,12,2024-04-22T18:46:28.384313989Z,11,2024-04-22T18:46:28.384313989Z,true,2024-04-22T18:57:15.531548743Z,2,2024-04-22T18:46:28.77401136Z,01HW3GJPXV4C72N4FRTM39X6DR,2024-04-22T18:46:28.384313989Z,01HW3GJPX8MTNA6VY1SS62E1M5,2024-04-22T18:46:28.384313989Z,Round 12 / 12,2024-04-22T18:46:28.384313989Z,Chat,2024-04-22T18:46:28.384313989Z
01HW3J3197DAMMB14K65SKJ7NB,true,2024-04-22T18:57:15.468452662Z,11,2024-04-22T18:46:28.39196518Z,10,2024-04-22T18:46:28.39196518Z,true,2024-04-22T18:56:29.715804421Z,2,2024-04-22T18:46:28.805226634Z,01HW3GJPXV4C72N4FRTM39X6DR,2024-04-22T18:46:28.39196518Z,01HW3GJPX8MTNA6VY1SS62E1M5,2024-04-22T18:46:28.39196518Z,Round 11 / 12,2024-04-22T18:46:28.39196518Z,Chat,2024-04-22T18:46:28.39196518Z
01HW3JFSTS1PZ4S1BHRQ3X2HV0,true,2024-04-22T18:54:28.988568125Z,1,2024-04-22T18:53:26.745997974Z,0,2024-04-22T18:53:26.745997974Z,true,2024-04-22T18:53:27.968646865Z,2,2024-04-22T18:53:27.645263179Z,01HW3F1E5KWJY75C9H9GWPR9Q2,2024-04-22T18:53:26.745997974Z,01HW3F1E522H98XGEZRP98V88X,2024-04-22T18:53:26.745997974Z,Round 1 / 12,2024-04-22T18:53:26.745997974Z,Chat,2024-04-22T18:53:26.745997974Z
01HW3JFSV8529MQC4RNG21BDE9,true,2024-04-22T18:55:27.563319672Z,2,2024-04-22T18:53:26.760499221Z,1,2024-04-22T18:53:26.760499221Z,true,2024-04-22T18:54:29.045645283Z,2,2024-04-22T18:53:27.61436419Z,01HW3F1E5KWJY75C9H9GWPR9Q2,2024-04-22T18:53:26.760499221Z,01HW3F1E522H98XGEZRP98V88X,2024-04-22T18:53:26.760499221Z,Round 2 / 12,2024-04-22T18:53:26.760499221Z,Chat,2024-04-22T18:53:26.760499221Z
01HW3JFSVMDH35Y556STZ0F5GF,true,2024-04-22T18:57:57.631222239Z,5,2024-04-22T18:53:26.772676779Z,4,2024-04-22T18:53:26.772676779Z,true,2024-04-22T18:57:14.057404487Z,2,2024-04-22T18:53:27.017290128Z,01HW3F1E5KWJY75C9H9GWPR9Q2,2024-04-22T18:53:26.772676779Z,01HW3F1E522H98XGEZRP98V88X,2024-04-22T18:53:26.772676779Z,Round 5 / 12,2024-04-22T18:53:26.772676779Z,Chat,2024-04-22T18:53:26.772676779Z
01HW3JFSW2618R3G8JQ5W9Y4KD,true,2024-04-22T18:57:14.003908888Z,4,2024-04-22T18:53:26.78626764Z,3,2024-04-22T18:53:26.78626764Z,true,2024-04-22T18:56:19.328320897Z,2,2024-04-22T18:53:27.267487291Z,01HW3F1E5KWJY75C9H9GWPR9Q2,2024-04-22T18:53:26.78626764Z,01HW3F1E522H98XGEZRP98V88X,2024-04-22T18:53:26.78626764Z,Round 4 / 12,2024-04-22T18:53:26.78626764Z,Chat,2024-04-22T18:53:26.78626764Z
01HW3JFSWFRVMY5425V25N36GC,true,2024-04-22T18:56:19.293448594Z,3,2024-04-22T18:53:26.799111047Z,2,2024-04-22T18:53:26.799111047Z,true,2024-04-22T18:55:27.603652367Z,2,2024-04-22T18:53:27.585878135Z,01HW3F1E5KWJY75C9H9GWPR9Q2,2024-04-22T18:53:26.799111047Z,01HW3F1E522H98XGEZRP98V88X,2024-04-22T18:53:26.799111047Z,Round 3 / 12,2024-04-22T18:53:26.799111047Z,Chat,2024-04-22T18:53:26.799111047Z
01HW3JFSWYP5RF17V5TQ678RFM,true,2024-04-22T19:00:58.027543794Z,9,2024-04-22T18:53:26.814392449Z,8,2024-04-22T18:53:26.814392449Z,true,2024-04-22T19:00:16.077294931Z,2,2024-04-22T18:53:27.700799471Z,01HW3F1E5KWJY75C9H9GWPR9Q2,2024-04-22T18:53:26.814392449Z,01HW3F1E522H98XGEZRP98V88X,2024-04-22T18:53:26.814392449Z,Round 9 / 12,2024-04-22T18:53:26.814392449Z,Chat,2024-04-22T18:53:26.814392449Z
